gene_name,identifier,variant_category
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN1,P35555,1
FBN2,P35556,0
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,0
FBN2,P35556,1
FBN2,P35556,0
FBN2,P35556,0
FBN2,P35556,0
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,0
FBN2,P35556,0
FBN2,P35556,0
FBN2,P35556,0
FBN2,P35556,0
FBN2,P35556,0
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,2
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,1
FBN2,P35556,0
FBN2,P35556,0
FBN2,P35556,0
FBN2,P35556,1
FBN2,P35556,1
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBN3,Q75N90,0
FBP1,P09467,1
FBP1,P09467,1
FBP1,P09467,0
FBP1,P09467,0
FBP1,P09467,0
FBP1,P09467,0
FBP1,P09467,1
FBP1,P09467,1
FBP1,P09467,2
FBP2,O00757,0
FBRSL1,Q9HCM7,0
FBXL12,Q9NXK8,2
FBXL13,Q8NEE6,0
FBXL13,Q8NEE6,0
FBXL13,Q8NEE6,0
FBXL13,Q8NEE6,0
FBXL13,Q8NEE6,0
FBXL14,Q8N1E6,0
FBXL16,Q8N461,0
FBXL17,Q9UF56,2
FBXL18,Q96ME1,0
FBXL2,Q9UKC9,2
FBXL21P,Q9UKT6,0
FBXL21P,Q9UKT6,0
FBXL22,Q6P050,0
FBXL3,Q9UKT7,1
FBXL4,Q9UKA2,1
FBXL4,Q9UKA2,1
FBXL4,Q9UKA2,1
FBXL4,Q9UKA2,1
FBXL4,Q9UKA2,1
FBXL4,Q9UKA2,1
FBXL4,Q9UKA2,1
FBXL6,Q8N531,0
FBXO10,Q9UK96,0
FBXO10,Q9UK96,0
FBXO10,Q9UK96,2
FBXO10,Q9UK96,0
FBXO11,Q86XK2,0
FBXO11,Q86XK2,2
FBXO11,Q86XK2,2
FBXO11,Q86XK2,2
FBXO11,Q86XK2,0
FBXO11,Q86XK2,2
FBXO11,Q86XK2,1
FBXO11,Q86XK2,1
FBXO11,Q86XK2,1
FBXO11,Q86XK2,1
FBXO11,Q86XK2,1
FBXO11,Q86XK2,2
FBXO11,Q86XK2,1
FBXO11,Q86XK2,1
FBXO11,Q86XK2,1
FBXO15,Q8NCQ5,0
FBXO16,Q8IX29,0
FBXO16,Q8IX29,0
FBXO16,Q8IX29,0
FBXO2,Q9UK22,0
FBXO21,O94952,0
FBXO24,O75426,0
FBXO25,Q8TCJ0,0
FBXO25,Q8TCJ0,0
FBXO28,Q9NVF7,2
FBXO3,Q9UK99,0
FBXO30,Q8TB52,0
FBXO30,Q8TB52,0
FBXO30,Q8TB52,2
FBXO30,Q8TB52,0
FBXO32,Q969P5,0
FBXO32,Q969P5,0
FBXO32,Q969P5,1
FBXO34,Q9NWN3,0
FBXO34,Q9NWN3,0
FBXO34,Q9NWN3,0
FBXO34,Q9NWN3,0
FBXO36,Q8NEA4,0
FBXO38,Q6PIJ6,0
FBXO38,Q6PIJ6,0
FBXO38,Q6PIJ6,1
FBXO39,Q8N4B4,0
FBXO39,Q8N4B4,0
FBXO39,Q8N4B4,0
FBXO39,Q8N4B4,0
FBXO39,Q8N4B4,0
FBXO4,Q9UKT5,2
FBXO4,Q9UKT5,2
FBXO4,Q9UKT5,2
FBXO4,Q9UKT5,2
FBXO4,Q9UKT5,2
FBXO40,Q9UH90,0
FBXO42,Q6P3S6,0
FBXO43,Q4G163,0
FBXO43,Q4G163,0
FBXO47,Q5MNV8,0
FBXO47,Q5MNV8,2
FBXO48,Q5FWF7,0
FBXO5,Q9UKT4,0
FBXO5,Q9UKT4,0
FBXO6,Q9NRD1,0
FBXO6,Q9NRD1,0
FBXO7,Q9Y3I1,0
FBXO7,Q9Y3I1,1
FBXO7,Q9Y3I1,0
FBXO7,Q9Y3I1,2
FBXO8,Q9NRD0,2
FBXO8,Q9NRD0,0
FBXO8,Q9NRD0,0
FBXW10,Q5XX13,0
FBXW10,Q5XX13,0
FBXW10,Q5XX13,0
FBXW10B,O95170,0
FBXW11,Q9UKB1,1
FBXW11,Q9UKB1,1
FBXW11,Q9UKB1,1
FBXW11,Q9UKB1,1
FBXW11,Q9UKB1,1
FBXW11,Q9UKB1,1
FBXW11,Q9UKB1,1
FBXW12,Q6X9E4,0
FBXW12,Q6X9E4,0
FBXW12,Q6X9E4,0
FBXW5,Q969U6,0
FBXW7,Q969H0,0
FBXW7,Q969H0,0
FBXW7,Q969H0,0
FBXW7,Q969H0,2
FBXW7,Q969H0,2
FBXW7,Q969H0,0
FBXW7,Q969H0,2
FBXW7,Q969H0,2
FBXW7,Q969H0,2
FBXW8,Q8N3Y1,0
FBXW8,Q8N3Y1,0
FBXW8,Q8N3Y1,0
FBXW8,Q8N3Y1,0
FBXW9,Q5XUX1,0
FBXW9,Q5XUX1,0
FCAR,P24071,0
FCAR,P24071,0
FCER1A,P12319,0
FCER1A,P12319,0
FCER2,P06734,0
FCER2,P06734,0
FCER2,P06734,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGBP,Q9Y6R7,0
FCGR1A,P12314,0
FCGR2A,P12318,0
FCGR2A,P12318,0
FCGR2A,P12318,0
FCGR2A,P12318,0
FCGR2B,P31994,0
FCGR2B,P31994,0
FCGR2B,P31994,0
FCGR2B,P31994,0
FCGR3A,P08637,0
FCGR3A,P08637,0
FCGR3A,P08637,1
FCGR3A,P08637,0
FCGR3A,P08637,0
FCGR3A,P08637,0
FCGR3B,O75015,0
FCGR3B,O75015,0
FCGR3B,O75015,0
FCGR3B,O75015,0
FCGR3B,O75015,0
FCHO1,O14526,1
FCHO1,O14526,1
FCHO2,Q0JRZ9,0
FCHSD1,Q86WN1,0
FCHSD1,Q86WN1,0
FCN1,O00602,0
FCN1,O00602,2
FCN1,O00602,0
FCN2,Q15485,2
FCN2,Q15485,0
FCN2,Q15485,0
FCN2,Q15485,0
FCN2,Q15485,0
FCRL1,Q96LA6,0
FCRL2,Q96LA5,0
FCRL3,Q96P31,0
FCRL3,Q96P31,0
FCRL3,Q96P31,2
FCRL3,Q96P31,0
FCRL3,Q96P31,0
FCRL4,Q96PJ5,0
FCRL4,Q96PJ5,0
FCRL4,Q96PJ5,0
FCRL4,Q96PJ5,0
FCRL5,Q96RD9,0
FCRL5,Q96RD9,0
FCRL5,Q96RD9,0
FCRL5,Q96RD9,0
FCRL5,Q96RD9,2
FCRL5,Q96RD9,0
FCRL5,Q96RD9,0
FCRL6,Q6DN72,0
FCRLA,Q7L513,0
FCSK,Q8N0W3,0
FCSK,Q8N0W3,0
FCSK,Q8N0W3,0
FCSK,Q8N0W3,0
FCSK,Q8N0W3,0
FCSK,Q8N0W3,0
FCSK,Q8N0W3,0
FCSK,Q8N0W3,0
FCSK,Q8N0W3,0
FCSK,Q8N0W3,2
FCSK,Q8N0W3,2
FCSK,Q8N0W3,2
FDFT1,P37268,0
FDFT1,P37268,0
FDPS,P14324,0
FDPS,P14324,0
FDPS,P14324,1
FDX2,Q6P4F2,2
FDX2,Q6P4F2,1
FDXACB1,Q9BRP7,0
FDXACB1,Q9BRP7,0
FDXACB1,Q9BRP7,0
FDXR,P22570,0
FDXR,P22570,0
FDXR,P22570,0
FDXR,P22570,0
FDXR,P22570,0
FDXR,P22570,0
FDXR,P22570,0
FDXR,P22570,0
FDXR,P22570,0
FDXR,P22570,1
FDXR,P22570,1
FDXR,P22570,1
FDXR,P22570,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,0
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FECH,P22830,1
FEM1A,Q9BSK4,2
FEM1C,Q96JP0,2
FEM1C,Q96JP0,2
FER,P16591,0
FER,P16591,0
FER,P16591,2
FER,P16591,0
FER,P16591,0
FER,P16591,2
FER,P16591,0
FER,P16591,0
FER1L4,A9Z1Z3,0
FER1L4,A9Z1Z3,0
FER1L4,A9Z1Z3,0
FER1L5,A0AVI2,0
FER1L5,A0AVI2,0
FER1L6,Q2WGJ9,0
FER1L6-AS2,Q96M78,0
FERD3L,Q96RJ6,2
FERMT1,Q9BQL6,0
FERMT1,Q9BQL6,0
FERMT1,Q9BQL6,0
FERMT1,Q9BQL6,0
FERMT1,Q9BQL6,1
FERMT1,Q9BQL6,1
FERMT3,Q86UX7,2
FES,P07332,0
FES,P07332,0
FES,P07332,0
FETUB,Q9UGM5,0
FETUB,Q9UGM5,0
FETUB,Q9UGM5,0
FEZ1,Q99689,0
FEZ2,Q9UHY8,0
FEZ2,Q9UHY8,0
FEZF1,A0PJY2,1
FEZF2,Q8TBJ5,0
FEZF2,Q8TBJ5,0
FEZF2,Q8TBJ5,0
FFAR1,O14842,0
FFAR2,O15552,0
FFAR3,O14843,0
FFAR3,O14843,0
FFAR3,O14843,0
FFAR3,O14843,0
FFAR3,O14843,0
FFAR3,O14843,0
FFAR4,Q5NUL3,0
FFAR4,Q5NUL3,0
FGA,P02671,0
FGA,P02671,0
FGA,P02671,1
FGA,P02671,0
FGA,P02671,0
FGA,P02671,2
FGA,P02671,0
FGA,P02671,0
FGA,P02671,0
FGA,P02671,2
FGA,P02671,0
FGA,P02671,1
FGA,P02671,0
FGA,P02671,1
FGA,P02671,1
FGA,P02671,0
FGA,P02671,0
FGA,P02671,0
FGA,P02671,0
FGA,P02671,1
FGA,P02671,1
FGA,P02671,1
FGB,P02675,0
FGB,P02675,2
FGB,P02675,0
FGB,P02675,1
FGB,P02675,0
FGB,P02675,0
FGB,P02675,0
FGB,P02675,0
FGB,P02675,0
FGB,P02675,0
FGB,P02675,1
FGB,P02675,1
FGB,P02675,1
FGB,P02675,1
FGB,P02675,1
FGB,P02675,1
FGD1,P98174,1
FGD1,P98174,1
FGD1,P98174,1
FGD1,P98174,0
FGD1,P98174,1
FGD1,P98174,1
FGD2,Q7Z6J4,0
FGD3,Q5JSP0,0
FGD4,Q96M96,1
FGD4,Q96M96,1
FGD5,Q6ZNL6,0
FGD5,Q6ZNL6,0
FGD5,Q6ZNL6,0
FGD6,Q6ZV73,0
FGD6,Q6ZV73,0
FGF1,P05230,0
FGF10,O15520,1
FGF10,O15520,1
FGF11,Q92914,0
FGF12,P61328,1
FGF13,Q92913,0
FGF13,Q92913,1
FGF13,Q92913,2
FGF13,Q92913,1
FGF14,Q92915,0
FGF14,Q92915,1
FGF16,O43320,1
FGF17,O60258,1
FGF17,O60258,1
FGF17,O60258,1
FGF20,Q9NP95,0
FGF20,Q9NP95,0
FGF20,Q9NP95,0
FGF21,Q9NSA1,0
FGF21,Q9NSA1,0
FGF23,Q9GZV9,1
FGF23,Q9GZV9,1
FGF23,Q9GZV9,1
FGF23,Q9GZV9,0
FGF23,Q9GZV9,0
FGF23,Q9GZV9,1
FGF23,Q9GZV9,1
FGF23,Q9GZV9,1
FGF23,Q9GZV9,1
FGF3,P11487,1
FGF3,P11487,1
FGF5,P12034,0
FGF5,P12034,1
FGF6,P10767,0
FGF6,P10767,0
FGF6,P10767,0
FGF6,P10767,0
FGF7,P21781,0
FGF7,P21781,0
FGF8,P55075,1
FGF8,P55075,1
FGF8,P55075,1
FGF8,P55075,1
FGF8,P55075,1
FGF8,P55075,1
FGF9,P31371,0
FGF9,P31371,1
FGFBP2,Q9BYJ0,0
FGFBP2,Q9BYJ0,0
FGFBP2,Q9BYJ0,0
FGFBP3,Q8TAT2,0
FGFBP3,Q8TAT2,0
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,0
FGFR1,P11362,0
FGFR1,P11362,0
FGFR1,P11362,0
FGFR1,P11362,1
FGFR1,P11362,0
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,0
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,0
FGFR1,P11362,1
FGFR1,P11362,2
FGFR1,P11362,2
FGFR1,P11362,2
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,1
FGFR1,P11362,2
FGFR1,P11362,2
FGFR1,P11362,2
FGFR1,P11362,1
FGFR1,P11362,0
FGFR1,P11362,1
FGFR2,P21802,1
FGFR2,P21802,0
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,0
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,0
FGFR2,P21802,0
FGFR2,P21802,1
FGFR2,P21802,0
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,0
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,0
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,1
FGFR2,P21802,2
FGFR2,P21802,0
FGFR2,P21802,2
FGFR2,P21802,2
FGFR2,P21802,2
FGFR2,P21802,1
FGFR2,P21802,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,2
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,0
FGFR3,P22607,0
FGFR3,P22607,0
FGFR3,P22607,0
FGFR3,P22607,0
FGFR3,P22607,1
FGFR3,P22607,1
FGFR3,P22607,2
FGFR3,P22607,2
FGFR3,P22607,0
FGFR3,P22607,0
FGFR4,P22455,2
FGFR4,P22455,2
FGFR4,P22455,0
FGFR4,P22455,0
FGFR4,P22455,0
FGFR4,P22455,0
FGFR4,P22455,0
FGFR4,P22455,0
FGFR4,P22455,2
FGFR4,P22455,2
FGFR4,P22455,0
FGFRL1,Q8N441,0
FGFRL1,Q8N441,0
FGG,P02679,0
FGG,P02679,1
FGG,P02679,1
FGG,P02679,2
FGG,P02679,0
FGG,P02679,0
FGG,P02679,0
FGG,P02679,0
FGG,P02679,1
FGG,P02679,2
FGG,P02679,2
FGG,P02679,0
FGG,P02679,0
FGG,P02679,0
FGG,P02679,2
FGG,P02679,0
FGG,P02679,0
FGG,P02679,1
FGG,P02679,1
FGG,P02679,1
FGG,P02679,1
FGG,P02679,1
FGGY,Q96C11,0
FGGY,Q96C11,0
FGGY,Q96C11,0
FGL1,Q08830,0
FGL1,Q08830,0
FGL1,Q08830,0
FGL1,Q08830,0
FGL1,Q08830,0
FGL1,Q08830,0
FGL1,Q08830,0
FGL1,Q08830,0
FGL2,Q14314,0
FGR,P09769,0
FGR,P09769,0
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FH,P07954,1
FHAD1,B1AJZ9,0
FHDC1,Q9C0D6,0
FHDC1,Q9C0D6,0
FHIP1A,Q05DH4,2
FHIP1B,Q8N612,0
FHIP1B,Q8N612,0
FHIP1B,Q8N612,0
FHIP1B,Q8N612,0
FHIP2A,Q5W0V3,0
FHIP2A,Q5W0V3,0
FHIP2B,Q86V87,0
FHIP2B,Q86V87,0
FHL1,Q13642,1
FHL1,Q13642,1
FHL1,Q13642,1
FHL1,Q13642,1
FHL1,Q13642,1
FHL1,Q13642,1
FHL1,Q13642,2
FHL1,Q13642,2
FHL1,Q13642,1
FHL1,Q13642,1
FHL1,Q13642,1
FHL1,Q13642,2
FHL1,Q13642,1
FHL1,Q13642,1
FHL1,Q13642,1
FHL1,Q13642,1
FHL2,Q14192,0
FHL5,Q5TD97,0
FHL5,Q5TD97,0
FHL5,Q5TD97,0
FHL5,Q5TD97,0
FHOD3,Q2V2M9,0
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FHOD3,Q2V2M9,2
FIBP,O43427,0
FIBP,O43427,0
FIBP,O43427,0
FIG4,Q92562,0
FIG4,Q92562,0
FIG4,Q92562,1
FIG4,Q92562,0
FIG4,Q92562,1
FIG4,Q92562,0
FIG4,Q92562,0
FIG4,Q92562,0
FIG4,Q92562,0
FIG4,Q92562,1
FIG4,Q92562,1
FIG4,Q92562,1
FIG4,Q92562,1
FIG4,Q92562,1
FIGLA,Q6QHK4,0
FIGLA,Q6QHK4,0
FIGN,Q5HY92,0
FIGN,Q5HY92,0
FIGN,Q5HY92,0
FIGNL1,Q6PIW4,0
FIGNL1,Q6PIW4,0
FIGNL2,A6NMB9,0
FILIP1,Q7Z7B0,0
FILIP1L,Q4L180,0
FILIP1L,Q4L180,0
FITM2,Q8N6M3,1
FIZ1,Q96SL8,0
FJX1,Q86VR8,0
FJX1,Q86VR8,0
FKBP10,Q96AY3,0
FKBP10,Q96AY3,1
FKBP10,Q96AY3,1
FKBP10,Q96AY3,1
FKBP15,Q5T1M5,0
FKBP15,Q5T1M5,0
FKBP15,Q5T1M5,0
FKBP15,Q5T1M5,0
FKBP15,Q5T1M5,0
FKBP2,P26885,0
FKBP2,P26885,0
FKBP2,P26885,0
FKBP4,Q02790,0
FKBP6,O75344,0
FKBP8,Q14318,0
FKBP9P1,Q75LS8,0
FKBPL,Q9UIM3,0
FKRP,Q9H9S5,2
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKRP,Q9H9S5,2
FKRP,Q9H9S5,2
FKRP,Q9H9S5,1
FKRP,Q9H9S5,1
FKTN,O75072,1
FKTN,O75072,0
FKTN,O75072,0
FKTN,O75072,0
FKTN,O75072,2
FKTN,O75072,2
FKTN,O75072,1
FKTN,O75072,1
FKTN,O75072,1
FKTN,O75072,1
FKTN,O75072,0
FKTN,O75072,1
FKTN,O75072,1
FKTN,O75072,1
FKTN,O75072,1
FKTN,O75072,1
FLACC1,Q96Q35,0
FLAD1,Q8NFF5,0
FLAD1,Q8NFF5,1
FLCN,Q8NFG4,2
FLCN,Q8NFG4,2
FLCN,Q8NFG4,2
FLCN,Q8NFG4,2
FLCN,Q8NFG4,2
FLCN,Q8NFG4,2
FLCN,Q8NFG4,1
FLCN,Q8NFG4,1
FLCN,Q8NFG4,1
FLCN,Q8NFG4,0
FLCN,Q8NFG4,1
FLCN,Q8NFG4,1
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
FLG,P20930,0
